# ASSET=BTC-USD,NAME=bitcoin,LEV2=2x bitcoin,LEV3=3x bitcoin
Date,Asset_Close,NDX_DailyReturn,RF_Annual_Pct,RF_Daily_Pct,NDX2L_DailyReturn,NDX3L_DailyReturn,NDX2L_Adj_DailyReturn,NDX3L_Adj_DailyReturn,NDX_Indexed,NDX2L,NDX3L,NDX2L_adj,NDX3L_adj
2014-11-14,397.818,-5.4469,0.0339,9.3e-05,-10.8938,-16.3407,-10.902,-16.3542,86.986312,69.351046,50.621993,69.019673,50.217788
2014-11-15,376.133,-5.451,0.0338,9.3e-05,-10.902,-16.353,-10.9101,-16.3665,82.244702,61.790417,42.343802,61.489527,41.998889
2014-11-16,387.882,3.1236,0.0337,9.2e-05,6.2473,9.3709,6.2391,9.3573,84.813719,65.650621,46.31179,65.325908,45.928863
2014-11-17,387.408,-0.1222,0.0336,9.2e-05,-0.2444,-0.3666,-0.2526,-0.3802,84.710076,65.490169,46.142008,65.160909,45.75426
2014-11-18,375.198,-3.1517,0.0335,9.2e-05,-6.3034,-9.4551,-6.3116,-9.4687,82.040256,61.362043,41.779216,61.048212,41.421928
2014-11-19,380.555,1.4278,0.0335,9.2e-05,2.8556,4.2833,2.8474,4.2698,83.211609,63.114271,43.568759,62.786488,43.190554
2014-11-20,357.84,-5.9689,0.0334,9.1e-05,-11.9378,-17.9067,-11.946,-17.9203,78.244781,55.579799,35.767015,55.286014,35.450681
2014-11-21,350.848,-1.9539,0.0333,9.1e-05,-3.9079,-5.8618,-3.9161,-5.8754,76.715919,53.407799,33.67041,53.120977,33.367814
2014-11-22,352.92,0.5906,0.0332,9.1e-05,1.1812,1.7717,1.173,1.7582,77.168984,54.038626,34.266957,53.744074,33.954478
2014-11-23,367.573,4.1519,0.0331,9.1e-05,8.3039,12.4558,8.2957,12.4422,80.372985,58.525915,38.535175,58.202512,38.179173
2014-11-24,376.901,2.5377,0.033,9.1e-05,5.0755,7.6132,5.0673,7.5996,82.412632,61.496372,41.468929,61.151798,41.08065
2014-11-25,375.348,-0.412,0.033,9e-05,-0.8241,-1.2361,-0.8323,-1.2497,82.073054,60.989585,40.956314,60.642852,40.567269
2014-11-26,368.37,-1.8591,0.0329,9e-05,-3.7181,-5.5772,-3.7263,-5.5908,80.547255,58.721902,38.67209,58.383105,38.299245
2014-11-27,369.67,0.3529,0.0328,9e-05,0.7058,1.0587,0.6977,1.0452,80.831515,59.136374,39.081524,58.790415,38.699542
2014-11-28,376.447,1.8333,0.0327,9e-05,3.6665,5.4998,3.6583,5.4862,82.313359,61.30461,41.230911,60.941162,40.822678
2014-11-29,375.491,-0.254,0.0326,8.9e-05,-0.5079,-0.7619,-0.5161,-0.7754,82.104323,60.993241,40.916791,60.62666,40.506137
2014-11-30,378.047,0.6807,0.0325,8.9e-05,1.3614,2.0421,1.3532,2.0286,82.663214,61.823614,41.752363,61.447088,41.327836
2014-12-01,379.245,0.3169,0.0325,8.9e-05,0.6338,0.9507,0.6256,0.9371,82.925167,62.215441,42.149292,61.831508,41.71513
2014-12-02,381.315,0.5458,0.0324,8.9e-05,1.0916,1.6375,1.0835,1.6239,83.377792,62.894614,42.839474,62.501437,42.392551
2014-12-03,375.01,-1.6535,0.0323,8.8e-05,-3.307,-4.9605,-3.3151,-4.974,81.999151,60.814706,40.714439,60.429424,40.283943
2014-12-04,369.604,-1.4416,0.0322,8.8e-05,-2.8831,-4.3247,-2.8913,-4.3382,80.817082,59.061341,38.953666,58.68223,38.53633
2014-12-05,376.854,1.9616,0.0321,8.8e-05,3.9231,5.8847,3.9149,5.8711,82.402356,61.378387,41.245964,60.979609,40.798848
2014-12-06,374.785,-0.549,0.0321,8.8e-05,-1.098,-1.6471,-1.1062,-1.6606,81.949952,60.704429,40.566619,60.305047,40.121342
2014-12-07,375.095,0.0827,0.032,8.8e-05,0.1654,0.2481,0.1573,0.2346,82.017735,60.80485,40.667281,60.399881,40.215464
2014-12-08,361.909,-3.5154,0.0319,8.7e-05,-7.0308,-10.5461,-7.0389,-10.5597,79.134502,56.529811,36.378456,56.14838,35.968841
2014-12-09,352.219,-2.6775,0.0318,8.7e-05,-5.3549,-8.0324,-5.3631,-8.046,77.0157,53.502674,33.45639,53.137081,33.074806
2014-12-10,346.365,-1.662,0.0317,8.7e-05,-3.3241,-4.9861,-3.3322,-4.9996,75.735672,51.724207,31.788219,51.366426,31.421181
2014-12-11,350.506,1.1956,0.0316,8.7e-05,2.3911,3.5867,2.383,3.5732,76.641142,52.961001,32.928366,52.590469,32.543909
2014-12-12,352.542,0.5809,0.0316,8.6e-05,1.1617,1.7426,1.1536,1.7291,77.086327,53.576269,33.502178,53.197137,33.106614
2014-12-13,347.376,-1.4654,0.0315,8.6e-05,-2.9307,-4.3961,-2.9389,-4.4096,75.95674,52.006106,32.029402,51.633739,31.646744
2014-12-14,351.632,1.2252,0.0314,8.6e-05,2.4504,3.6755,2.4422,3.662,76.887346,53.280443,33.206656,52.894734,32.805647
2014-12-15,345.345,-1.7879,0.0313,8.6e-05,-3.5759,-5.3638,-3.5841,-5.3774,75.512643,51.375193,31.425506,50.998956,31.041564
2014-12-16,327.062,-5.2941,0.0312,8.6e-05,-10.5882,-15.8824,-10.5964,-15.8959,71.514911,45.935461,26.434391,45.594896,26.107225
2014-12-17,319.776,-2.2277,0.0312,8.5e-05,-4.4554,-6.6831,-4.4636,-6.6967,69.921762,43.888838,24.667742,43.559723,24.358905
2014-12-18,311.396,-2.6206,0.0311,8.5e-05,-5.2412,-7.8618,-5.2493,-7.8753,68.089402,41.588549,22.728424,41.273125,22.440569
2014-12-19,317.843,2.0704,0.031,8.5e-05,4.1407,6.2111,4.1325,6.1975,69.499092,43.310607,24.140098,42.978752,23.831327
2014-12-20,329.956,3.811,0.0309,8.5e-05,7.622,11.433,7.6138,11.4195,72.147705,46.611744,26.900038,46.251085,26.552738
2014-12-21,320.843,-2.7619,0.0308,8.4e-05,-5.5238,-8.2857,-5.5319,-8.2992,70.155068,44.037018,24.671193,43.692504,24.349074
2014-12-22,331.886,3.4419,0.0307,8.4e-05,6.8837,10.3256,6.8756,10.3121,72.569714,47.068412,27.218645,46.696614,26.859969
2014-12-23,334.572,0.8093,0.0307,8.4e-05,1.6186,2.4279,1.6105,2.4144,73.157032,47.830276,27.879499,47.448647,27.508478
2014-12-24,322.534,-3.598,0.0306,8.4e-05,-7.1961,-10.7941,-7.2042,-10.8076,70.524821,44.388382,24.870162,44.030341,24.535466
2014-12-25,319.008,-1.0932,0.0305,8.4e-05,-2.1864,-3.2797,-2.1946,-3.2932,69.753831,43.417858,24.054507,43.06405,23.727466
2014-12-26,327.924,2.7949,0.0304,8.3e-05,5.5898,8.3848,5.5817,8.3712,71.703394,45.844847,26.071419,45.467744,25.713744
2014-12-27,315.863,-3.678,0.0303,8.3e-05,-7.356,-11.034,-7.3641,-11.0475,69.066152,42.472511,23.194708,42.119436,22.873019
2014-12-28,317.239,0.4356,0.0302,8.3e-05,0.8713,1.3069,0.8631,1.2934,69.367028,42.84256,23.49784,42.48297,23.168851
2014-12-29,312.67,-1.4402,0.0302,8.3e-05,-2.8805,-4.3207,-2.8886,-4.3343,68.367977,41.60849,22.482565,41.255788,22.164654
2014-12-30,310.737,-0.6182,0.0301,8.2e-05,-1.2365,-1.8547,-1.2446,-1.8682,67.945307,41.094019,22.065584,40.74231,21.75057
2014-12-31,320.193,3.0431,0.03,8.2e-05,6.0862,9.1293,6.078,9.1157,70.012941,43.595072,24.080008,43.218631,23.733292
2015-01-01,314.249,-1.8564,0.0301,8.2e-05,-3.7128,-5.5691,-3.7209,-5.5827,68.713234,41.976491,22.738959,41.610498,22.408339
2015-01-02,315.032,0.2492,0.0301,8.2e-05,0.4983,0.7475,0.4902,0.734,68.884448,42.185678,22.908936,41.814464,22.572812
2015-01-03,281.082,-10.7767,0.0302,8.3e-05,-21.5534,-32.3301,-21.5615,-32.3436,61.460987,33.093242,15.502463,32.798622,15.271953
2015-01-04,264.195,-6.0079,0.0302,8.3e-05,-12.0157,-18.0236,-12.0239,-18.0371,57.768502,29.116855,12.708368,28.854958,12.517336
